No,Date,First,FirstPrize,Second,SecondPrize,Third,ThirdPrize,Fourth,FourthPrize,Fifth,FifthPrize,X1,X2,X3,X4,X5,X6,Bonus
791,20180127,14,1253081893,38,76943625,2410,1213219,102931,50000,1713102,5000,2,10,12,31,33,42,32
792,20180203,7,2655736768,65,47667071,1958,1582411,99185,50000,1684675,5000,2,7,19,25,29,36,16
793,20180210,5,3750146775,61,51231514,2043,1529674,98216,50000,1635392,5000,10,15,21,35,38,43,31
794,20180217,7,2650940304,45,68728082,2607,1186331,116809,50000,1877646,5000,6,7,18,19,30,38,13
795,20180224,11,1714977000,62,50711686,2423,1297617,111043,50000,1825105,5000,3,10,13,26,34,38,36
796,20180303,7,2763490340,46,70088524,1921,1678331,96701,50000,1643069,5000,1,21,26,36,40,41,5
797,20180310,8,2397028125,34,94001103,1868,1710941,97900,50000,1641334,5000,5,22,31,32,39,45,36
798,20180317,7,2710791911,60,52709843,2124,1488979,98988,50000,1653851,5000,2,10,14,22,32,36,41
799,20180324,10,1826427225,56,54357954,2242,1357737,107519,50000,1725236,5000,12,17,23,34,42,45,33
800,20180331,11,1632246205,51,58675518,2179,1373315,110956,50000,1801924,5000,1,4,10,12,28,45,26
801,20180407,8,2256786657,51,59000959,1999,1505278,97006,50000,1618941,5000,17,25,28,37,43,44,2
802,20180414,16,1082947993,67,43102408,2207,1308501,107980,50000,1814300,5000,10,11,12,18,24,42,27
803,20180421,5,3663810225,50,61063504,2094,1458059,102413,50000,1657869,5000,5,9,14,26,30,43,2
804,20180428,11,1631996523,49,61061095,2048,1460935,100907,50000,1659443,5000,1,10,13,26,32,36,9
805,20180505,4,4266061969,53,53661157,2075,1370623,105602,50000,1700112,5000,3,12,13,18,31,32,42
806,20180512,7,2640760875,57,54050662,1850,1665345,91180,50000,1561838,5000,14,20,23,31,37,38,27
807,20180519,7,2437662322,59,48202363,2319,1226365,108300,50000,1749855,5000,6,10,18,25,34,35,33
808,20180526,6,3087620500,46,67122185,1962,1573711,95319,50000,1597761,5000,15,21,31,32,41,43,24
809,20180602,6,2921372750,56,52167371,2179,1340695,104350,50000,1703714,5000,6,11,15,17,23,40,39
810,20180609,8,2231598047,64,46491626,2053,1449325,100608,50000,1672013,5000,5,10,13,21,39,43,11
811,20180616,7,2524148197,49,60098767,2151,1369057,104155,50000,1703788,5000,8,11,19,21,36,45,25
812,20180623,6,2947954750,68,43352276,1976,1491880,100498,50000,1693074,5000,1,3,12,14,16,43,10
813,20180630,4,4591763157,43,71190127,1800,1700654,89323,50000,1548384,5000,11,30,34,35,42,44,27
814,20180707,6,3067192063,52,58984463,1833,1673319,93837,50000,1585777,5000,2,21,28,38,42,45,30
815,20180714,7,2579855358,39,77175161,1703,1767371,92977,50000,1596140,5000,17,21,25,26,27,36,4
816,20180721,8,2128107938,67,42350407,2064,1374747,102402,50000,1675799,5000,12,18,19,29,31,39,7
817,20180728,9,1868477334,54,51902149,2068,1355279,105276,50000,1718171,5000,3,9,12,13,25,43,34
818,20180804,13,1380804318,39,76711351,1845,1621541,90205,50000,1490497,5000,14,15,25,28,29,30,3
819,20180811,7,2594534840,49,61774640,1981,1527995,97667,50000,1638089,5000,16,25,33,38,40,45,15
820,20180818,4,4627313532,60,51414595,1987,1552530,99433,50000,1644326,5000,10,21,22,30,35,42,6
821,20180825,14,1316155956,55,55836920,2100,1462396,101082,50000,1687355,5000,1,12,13,24,29,44,16
822,20180901,3,5930898625,79,37537334,2153,1377357,108789,50000,1735565,5000,9,18,20,24,27,36,12
823,20180908,9,2009843917,61,49422392,2348,1283972,112065,50000,1795737,5000,12,18,24,26,39,40,15
824,20180915,15,1256646550,51,61600322,2106,1491746,105359,50000,1745566,5000,7,9,24,29,34,38,26
825,20180922,12,1658710563,53,62592852,2249,1475065,113070,50000,1850484,5000,8,15,21,31,33,38,42
826,20180929,9,2075192084,47,66229535,2232,1394619,108626,50000,1755153,5000,13,16,24,25,33,36,42
827,20181006,15,1206500375,46,65570673,2113,1427474,106164,50000,1761371,5000,5,11,12,29,33,44,14
828,20181013,13,1455185972,62,50853274,1968,1602085,100644,50000,1704198,5000,4,7,13,29,31,39,18
829,20181020,8,2444650641,45,72434094,1837,1774379,94679,50000,1637836,5000,4,5,31,35,43,45,29
830,20181027,9,2060528750,80,38634915,2142,1442948,106206,50000,1764071,5000,5,6,16,18,37,38,17
831,20181103,16,1110702258,61,48555290,2660,1113486,117332,50000,1849959,5000,3,10,16,19,31,39,9
832,20181110,9,2088204584,60,52205115,2137,1465750,102312,50000,1706379,5000,13,14,19,26,40,43,30
833,20181117,8,2356317282,53,59278423,1945,1615299,103152,50000,1715510,5000,12,18,30,39,41,42,19
834,20181124,11,1690693671,47,65949044,1967,1575804,99132,50000,1643491,5000,6,8,18,35,42,43,3
835,20181201,15,1233681125,58,53175911,2306,1337469,106763,50000,1767089,5000,9,10,13,28,38,45,35
836,20181208,14,1257843670,62,47338203,2230,1316130,103846,50000,1719260,5000,1,9,11,14,26,28,19
837,20181215,6,3144449125,47,66903173,2012,1562848,97334,50000,1656959,5000,2,25,28,30,33,45,6
838,20181222,5,3813733050,68,46736925,2220,1431582,107897,50000,1777501,5000,9,14,17,33,36,38,20
839,20181229,13,1359454904,48,61364284,2664,1105663,126227,50000,1946924,5000,3,9,11,12,13,19,35
840,20190105,10,2042961788,51,66763458,2275,1496676,110586,50000,1852019,5000,2,4,11,28,29,43,27
841,20190112,17,1116095714,88,35934900,2490,1269989,119648,50000,1901965,5000,5,11,14,30,33,38,24
842,20190119,10,2035475025,42,80772819,2039,1663786,103190,50000,1735911,5000,14,26,32,36,39,42,38
843,20190126,5,4012970100,52,64310419,2002,1670401,105717,50000,1777953,5000,19,21,30,33,34,42,4
844,20190202,18,1162963542,73,47793023,2406,1450080,120078,50000,1997556,5000,7,8,13,15,33,45,18
845,20190209,11,1891217182,56,61914849,2038,1701292,105790,50000,1782933,5000,1,16,29,33,40,45,6
846,20190216,13,1596884395,69,50143713,1997,1732557,106009,50000,1797728,5000,5,18,30,41,43,45,13
847,20190223,8,2520846657,40,84028222,2443,1375821,114324,50000,1857205,5000,12,16,26,28,30,42,22
848,20190302,7,3011580858,42,83655024,2109,1665961,103845,50000,1792259,5000,1,2,16,22,38,39,34
849,20190309,17,1158252883,56,58602081,2682,1223608,113125,50000,1851371,5000,5,13,17,29,34,39,3
850,20190316,6,3377587875,55,61410689,2023,1669594,101591,50000,1727367,5000,16,20,24,28,36,39,5
851,20190323,8,2483692313,70,47308425,2101,1576197,106132,50000,1750048,5000,14,18,22,26,31,44,40
852,20190330,4,4801543407,67,47776552,2328,1375013,114850,50000,1876933,5000,11,17,28,30,33,35,9
853,20190406,7,2885006786,90,37398237,2018,1667910,105158,50000,1787511,5000,2,8,23,26,27,44,13
854,20190413,6,3421706750,44,77766063,1865,1834696,99152,50000,1716083,5000,20,25,31,32,36,43,3
855,20190420,9,2269510500,61,55807636,2022,1683614,102532,50000,1765328,5000,8,15,17,19,43,44,7
856,20190427,5,3977927550,53,62546031,1949,1700842,104537,50000,1700369,5000,10,24,40,41,43,44,17
857,20190504,15,1284915425,62,51811106,2367,1357114,111971,50000,1833940,5000,6,10,16,28,34,38,43
858,20190511,9,2202347459,41,80573688,2075,1592059,106176,50000,1789295,5000,9,13,32,38,39,43,23
859,20190518,11,1853927489,51,66644453,1895,1793598,97729,50000,1678945,5000,8,22,35,38,39,41,24
860,20190525,10,1879899825,62,50534942,2339,1339533,128867,50000,1882931,5000,4,8,18,25,27,32,42
861,20190601,4,4872108844,65,49970348,2256,1439749,108644,50000,1819899,5000,11,17,19,21,22,25,24
862,20190608,9,2190922709,63,52164827,2042,1609395,104765,50000,1755036,5000,10,34,38,40,42,43,32
863,20190615,7,2853357322,64,52014327,2042,1630224,104949,50000,1753097,5000,16,21,28,35,39,43,12
864,20190622,11,1716553637,64,49172110,2467,1275645,122913,50000,1957675,5000,3,7,10,13,25,36,32
865,20190629,13,1551729145,52,64655382,2076,1619499,104626,50000,1749234,5000,3,15,22,32,33,45,2
866,20190706,9,2240409000,68,49420787,2035,1651408,104919,50000,1770017,5000,9,15,29,34,37,39,12
867,20190713,5,3933755250,57,57511042,2175,1507186,109516,50000,1820552,5000,14,17,19,22,24,40,41
868,20190720,6,3233804250,61,53013185,2152,1502698,109133,50000,1789491,5000,12,17,28,41,43,44,25
869,20190727,10,1922582588,56,57219720,2210,1449912,108562,50000,1814332,5000,2,6,20,27,37,39,4
870,20190803,10,1928842988,48,66973715,2033,1581279,102000,50000,1705285,5000,21,25,30,32,40,42,31
871,20190810,7,2718071358,61,51984972,2231,1421374,108666,50000,1792357,5000,2,6,12,26,30,34,38
872,20190817,16,1262705579,46,73200324,2018,1668591,99681,50000,1715898,5000,2,4,30,32,33,43,29
873,20190824,10,1874553225,68,45944932,2375,1315476,123684,50000,2001910,5000,3,5,12,13,33,39,38
874,20190831,18,1117123917,68,49284879,2240,1496149,110655,50000,1830269,5000,1,15,19,23,28,42,32
875,20190907,14,1415946724,33,100117446,2278,1450341,105071,50000,1726617,5000,19,22,30,34,39,44,36
876,20190914,19,1090657856,59,58538134,2427,1423054,112619,50000,1856647,5000,5,16,21,26,34,42,24
877,20190921,12,1716607188,75,45776192,2167,1584317,109806,50000,1867270,5000,5,17,18,22,23,43,12
878,20190928,6,3207993500,69,46492660,2971,1079769,129139,50000,1994188,5000,2,6,11,16,25,31,3
879,20191005,6,3206361313,77,41641057,2594,1236069,123497,50000,1952277,5000,1,4,10,14,15,35,20
880,20191012,7,2837810465,52,63668825,2332,1419717,114994,50000,1939064,5000,7,17,19,23,24,45,38
881,20191019,8,2503212282,67,49815170,2189,1524722,116952,50000,1939849,5000,4,18,20,26,27,32,9
882,20191026,5,4127270400,44,78168000,2082,1651966,109226,50000,1839873,5000,18,34,39,43,44,45,23
883,20191102,15,1360519525,65,52327675,2538,1340150,119613,50000,1924209,5000,9,18,32,33,37,44,22
884,20191109,12,1799077282,74,48623711,2207,1630338,108076,50000,1817654,5000,4,14,23,28,37,45,17
885,20191116,13,1543832568,56,59731618,2279,1467737,111832,50000,1869359,5000,1,3,24,27,39,45,31
886,20191123,7,2974643786,59,58820640,2140,1621691,109766,50000,1768281,5000,19,23,28,37,42,45,2
887,20191130,8,2535268688,66,51217550,2388,1415561,114719,50000,1885924,5000,8,14,17,27,36,45,10
888,20191207,8,2370359204,59,53567440,2453,1288414,123025,50000,1990715,5000,3,7,12,31,34,38,32
889,20191214,10,2108986950,60,58582971,2338,1503413,114198,50000,1907477,5000,3,13,29,38,39,42,26
890,20191221,9,2335486167,58,60400505,2376,1474424,114859,50000,1915593,5000,1,4,14,18,29,37,6
891,20191228,7,3082673947,77,46707182,2443,1472147,122132,50000,1998623,5000,9,13,28,31,39,41,19
892,20200104,17,1282017464,78,46569011,2709,1340858,134155,50000,2155749,5000,4,9,17,18,26,42,36
893,20200111,9,2377433625,58,61485353,2113,1687720,116062,50000,1899696,5000,1,15,17,23,25,41,10
894,20200118,9,2377935959,56,63694714,2331,1530204,116749,50000,1971982,5000,19,32,37,40,41,43,45
895,20200125,12,1928079219,58,66485491,2750,1402240,134059,50000,2185782,5000,16,26,31,38,39,41,23
896,20200201,7,3053222036,46,77436791,2586,1377453,128068,50000,2066172,5000,5,12,25,26,38,45,23
897,20200208,13,1619922520,62,56610196,2398,1463650,121076,50000,1996656,5000,6,7,12,22,26,36,29
898,20200215,8,2639313235,56,62840792,3240,1086138,137051,50000,2005739,5000,18,21,28,35,37,42,17
899,20200222,6,3359356063,53,63384077,2402,1398567,121900,50000,1993765,5000,8,19,20,21,33,39,37
900,20200229,6,3349851375,51,65683361,2385,1404550,113132,50000,1872855,5000,7,13,16,18,35,38,14
901,20200307,9,2267974667,67,50775553,2308,1473987,114451,50000,1890747,5000,5,18,20,23,30,34,21
902,20200314,13,1619317529,67,52365990,2372,1479141,119126,50000,1945304,5000,7,19,23,24,36,39,30
903,20200321,13,1684582212,49,74488330,2316,1575963,111981,50000,1902821,5000,2,15,16,21,22,28,45
904,20200328,8,2718077813,92,39392433,2337,1550751,115626,50000,1938996,5000,2,6,8,26,43,45,11
905,20200404,7,3017862536,77,45725190,2643,1332138,129133,50000,2111090,5000,3,4,16,27,38,40,20
906,20200411,9,2472607250,63,58871602,2369,1565602,117171,50000,1988860,5000,2,5,14,28,31,32,20
907,20200418,7,3165059036,67,55112969,2300,1605465,112189,50000,1903128,5000,21,27,29,38,40,44,37
908,20200425,8,2834856141,57,66312425,2161,1749102,108610,50000,1858567,5000,3,16,21,22,23,44,30
909,20200502,11,2021062875,63,58814000,2316,1599863,111558,50000,1910295,5000,7,24,29,30,34,35,33
910,20200509,21,941316375,72,45758435,2694,1222943,128516,50000,2074354,5000,1,11,17,27,35,39,31
911,20200516,10,2113538625,58,60733869,2571,1370115,123236,50000,2064778,5000,4,5,12,14,32,42,35
912,20200523,14,1493500581,70,49783353,2547,1368212,125332,50000,2030860,5000,5,8,18,21,22,38,10
913,20200530,16,1338755602,66,54091136,2467,1447108,122530,50000,1996371,5000,6,14,16,21,27,37,40
914,20200606,11,1950005557,55,65000186,2585,1382983,122904,50000,2006794,5000,16,19,24,33,42,44,27
915,20200613,6,3518640500,63,55851437,2436,1444434,119025,50000,1966167,5000,2,6,11,13,22,37,14
916,20200620,11,2025384341,70,53045781,2184,1700186,111426,50000,1857917,5000,6,21,22,32,35,36,17
917,20200627,10,2144799638,47,76056725,2260,1581711,117542,50000,2000201,5000,1,3,23,24,27,43,34
918,20200704,18,1117622646,86,38986837,2718,1233580,137216,50000,2183337,5000,7,11,12,31,33,38,5
919,20200711,5,4305150450,56,64064739,2541,1411896,122864,50000,2052965,5000,9,14,17,18,42,44,35
920,20200718,7,3120260197,53,68684973,2348,1550385,117181,50000,1984222,5000,2,3,26,33,34,43,29
921,20200725,17,1232573405,72,48504047,2682,1302123,129993,50000,2101238,5000,5,7,12,22,28,41,1
922,20200801,6,3417904500,89,38403422,2876,1188423,136052,50000,2097501,5000,2,6,13,17,27,43,36
923,20200808,8,2667554625,56,63513206,2376,1496945,115877,50000,1937187,5000,3,17,18,23,36,41,26
924,20200815,9,2382430667,69,51791972,2198,1625863,113214,50000,1920852,5000,3,11,34,42,43,44,13
925,20200822,12,1771080532,68,52090604,2335,1516986,117863,50000,1944019,5000,13,24,32,34,39,42,4
926,20200829,10,2032490663,72,47048395,2923,1158907,133167,50000,2085580,5000,10,16,18,20,25,31,6
927,20200905,6,3714203875,63,58955618,2331,1593396,118446,50000,1979589,5000,4,15,22,38,41,43,26
